participant_group,round,player_name,team,team_code,position,effective_position,is_playing_xi,sub_order,captain_flag,vice_flag,fantasy_points_final,potm_bonus,points_multiplier,counted_points,counted_points_type,subbed_out,subbed_in,final_playing_xi,team_round,match_date,match_id,chip_converter,chip_best11,chip_flexicap,chip_matchwinner,points_breakdown_str
Group 1,1,Tim Seifert,New Zealand,NZ,WK,WK,1,0,0,0,243.0,50,2,486.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 1,1,Tristan Stubbs,South Africa,SA,WK,WK,1,0,0,0,84.0,0,1,84.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Runs: 34 → 34 | Fours: 2 → 8 | Sixes: 2 → 12 | Runs milestone bonus: 34 → 4 | Catches: 2 → 16 | Strike Rate: 188.89 → 6 | Announced: 1 → 4
Group 1,1,Brandon King,West Indies,WI,BAT,BAT,1,0,0,0,65.0,0,1,65.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,Runs: 35 → 35 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 35 → 4 | Announced: 1 → 4
Group 1,1,Sediqullah Atal,Afghanistan,AFG,BAT,BAT,0,1,0,0,45.0,0,1,45.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 1,1,Axar Patel,India,IND,AR,AR,1,0,0,0,98.0,0,1,98.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,1,0,0,Runs: 14 → 14 | Fours: 2 → 8 | Wickets: 2 → 60 | Dot balls: 10 → 10 | Economy Rate: 6.0 → 2 | Announced: 1 → 4
Group 1,1,Jason Holder,West Indies,WI,AR,AR,1,0,0,0,115.0,0,1,115.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,Wickets: 3 → 90 | 3-Wicket bonus: 3 → 4 | Dot balls: 9 → 9 | Catches: 1 → 8 | Announced: 1 → 4
Group 1,1,Marco Jansen,South Africa,SA,AR,AR,1,0,0,0,76.0,0,1,76.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Wickets: 2 → 60 | Dot balls: 12 → 12 | Announced: 1 → 4
Group 1,1,Marcus Stoinis,Australia,AUS,AR,AR,1,0,0,0,71.0,0,1,71.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Runs: 45 → 45 | Fours: 2 → 8 | Sixes: 1 → 6 | Runs milestone bonus: 45 → 4 | Strike Rate: 155.17 → 4 | Announced: 1 → 4
Group 1,1,Anrich Nortje,South Africa,SA,BOWL,BOWL,0,4,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,DID NOT PLAY
Group 1,1,Nathan Ellis,Australia,AUS,BOWL,BOWL,0,2,0,0,231.0,50,1,231.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Wickets: 4 → 120 | LBW/Bowled bonus: 2 → 16 | Maiden overs: 1 → 12 | 3-Wicket bonus: 4 → 8 | Dot balls: 15 → 15 | Economy Rate: 3.13 → 6 | Announced: 1 → 4
Group 1,1,Xavier Bartlett,Australia,AUS,BOWL,BOWL,1,0,0,0,23.0,0,1,23.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Runs: 11 → 11 | Fours: 2 → 8 | Dot balls: 4 → 4 | Economy Rate: 11.0 → -4 | Announced: 1 → 4
Group 1,1,Sanju Samson,India,IND,WK,WK,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512721,0,1,0,0,DID NOT PLAY
Group 1,1,Charith Asalanka,Sri Lanka,SL,AR,AR,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512724,0,1,0,0,DID NOT PLAY
Group 1,1,Josh Hazlewood,Australia,AUS,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-11,1512732,0,1,0,0,DID NOT PLAY
Group 1,1,Naseem Shah,Pakistan,PAK,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512719,0,1,0,0,DID NOT PLAY
Group 2,1,Philip Salt,England,ENG,WK,WK,1,0,0,0,13.0,0,1,13.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,0,0,0,Runs: 1 → 1 | Catches: 1 → 8 | Announced: 1 → 4
Group 2,1,Sahibzada Farhan,Pakistan,PAK,WK,WK,1,0,0,0,103.0,0,1,103.0,PLAYING_XI,0,0,1,1,2026-02-07,1512719,0,0,0,0,Runs: 47 → 47 | Fours: 4 → 16 | Sixes: 2 → 12 | Runs milestone bonus: 47 → 4 | Catches: 2 → 16 | Strike Rate: 151.61 → 4 | Announced: 1 → 4
Group 2,1,Shai Hope,West Indies,WI,WK,WK,1,0,0,0,31.0,0,1,31.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,0,0,0,Runs: 19 → 19 | Fours: 2 → 8 | Announced: 1 → 4
Group 2,1,Tom Banton,England,ENG,WK,WK,1,0,0,0,14.0,0,1,14.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,0,0,0,Runs: 2 → 2 | Catches: 1 → 8 | Announced: 1 → 4
Group 2,1,Ishan Kishan,India,IND,WK,BAT,1,0,1,0,52.0,0,2,104.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,1,0,0,0,Runs: 20 → 20 | Fours: 1 → 4 | Sixes: 2 → 12 | Stumpings: 1 → 12 | Announced: 1 → 4
Group 2,1,Rinku Singh,India,IND,BAT,BAT,0,2,0,0,12.0,0,1,12.0,PLAYING_XI,0,1,1,1,2026-02-07,1512721,0,0,0,0,Runs: 6 → 6 | Catches: 1 → 8 | Strike Rate: 42.86 → -6 | Announced: 1 → 4
Group 2,1,Daryl Mitchell,New Zealand,NZ,AR,AR,1,0,0,0,49.0,0,1,49.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,0,0,0,DID NOT PLAY
Group 2,1,Gudakesh Motie,West Indies,WI,AR,AR,1,0,0,0,49.0,0,1,49.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,0,0,0,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 7 → 7 | Announced: 1 → 4
Group 2,1,Arshdeep Singh,India,IND,BOWL,BOWL,1,0,0,1,91.0,0,1,91.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,0,0,0,Runs: 4 → 4 | Fours: 1 → 4 | Wickets: 2 → 60 | Dot balls: 13 → 13 | Economy Rate: 4.5 → 6 | Announced: 1 → 4
Group 2,1,Fazalhaq Farooqi,Afghanistan,AFG,BOWL,BOWL,1,0,0,0,3.0,0,1,3.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,0,0,0,DID NOT PLAY
Group 2,1,Jacob Duffy,New Zealand,NZ,BOWL,BOWL,1,0,0,0,40.0,0,1,40.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,0,0,0,DID NOT PLAY
Group 2,1,Fakhar Zaman,Pakistan,PAK,BAT,BAT,1,0,0,0,0.0,0,1,0.0,SUB,1,0,0,1,2026-02-07,1512719,0,0,0,0,DID NOT PLAY
Group 2,1,Matt Renshaw,Australia,AUS,BAT,BAT,0,4,0,0,53.0,0,1,0.0,SUB,0,0,0,1,2026-02-11,1512732,0,0,0,0,Runs: 37 → 37 | Fours: 2 → 8 | Runs milestone bonus: 37 → 4 | Announced: 1 → 4
Group 2,1,Quentin Sampson,West Indies,WI,AR,AR,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512720,0,0,0,0,DID NOT PLAY
Group 2,1,Matthew Forde,West Indies,WI,BOWL,BOWL,0,1,0,0,10.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512720,0,0,0,0,Runs: 1 → 1 | Dot balls: 5 → 5 | Announced: 1 → 4
Group 3,1,Jos Buttler,England,ENG,WK,WK,1,0,0,0,66.0,0,1,66.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,1,0,0,Runs: 26 → 26 | Fours: 5 → 20 | Runs milestone bonus: 26 → 4 | Catches: 1 → 8 | Strike Rate: 152.94 → 4 | Announced: 1 → 4
Group 3,1,David Miller,South Africa,SA,BAT,BAT,1,0,0,0,75.0,0,1,75.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Runs: 39 → 39 | Fours: 1 → 4 | Sixes: 3 → 18 | Runs milestone bonus: 39 → 4 | Strike Rate: 177.27 → 6 | Announced: 1 → 4
Group 3,1,Ibrahim Zadran,Afghanistan,AFG,BAT,BAT,1,0,0,0,18.0,0,1,18.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 3,1,Pavan Rathnayake,Sri Lanka,SL,BAT,BAT,1,0,0,0,17.0,0,1,17.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 5 → 5 | Catches: 1 → 8 | Announced: 1 → 4
Group 3,1,Rovman Powell,West Indies,WI,BAT,BAT,1,0,0,0,58.0,0,1,58.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,Runs: 24 → 24 | Fours: 1 → 4 | Sixes: 2 → 12 | Catches: 1 → 8 | Strike Rate: 171.43 → 6 | Announced: 1 → 4
Group 3,1,Azmatullah Omarzai,Afghanistan,AFG,AR,AR,1,0,0,0,73.0,0,1,73.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 3,1,Dunith Wellalage,Sri Lanka,SL,AR,AR,0,4,0,0,53.0,0,1,53.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 10 → 10 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Announced: 1 → 4
Group 3,1,Gulbadin Naib,Afghanistan,AFG,AR,AR,0,3,0,0,117.0,0,2,234.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 3,1,Rashid Khan,Afghanistan,AFG,AR,AR,1,0,0,0,55.0,0,1,55.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 3,1,Jofra Archer,England,ENG,BOWL,BOWL,1,0,0,0,42.0,0,1,42.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,1,0,0,Runs: 1 → 1 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Economy Rate: 10.5 → -2 | Announced: 1 → 4
Group 3,1,Matt Henry,New Zealand,NZ,BOWL,BOWL,0,1,0,0,45.0,0,1,45.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 3,1,Tim David,Australia,AUS,BAT,BAT,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-11,1512732,0,1,0,0,DID NOT PLAY
Group 3,1,Akeal Hosein,West Indies,WI,BOWL,BOWL,1,0,0,0,-1.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512720,0,1,0,0,Dot balls: 1 → 1 | Economy Rate: 13.0 → -6 | Announced: 1 → 4
Group 3,1,Ish Sodhi,New Zealand,NZ,BOWL,BOWL,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 3,1,Jasprit Bumrah,India,IND,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512721,0,1,0,0,DID NOT PLAY
Group 4,1,Johnson Charles,West Indies,WI,WK,WK,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,DID NOT PLAY
Group 4,1,Jason Smith,South Africa,SA,BAT,BAT,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,DID NOT PLAY
Group 4,1,Pathum Nissanka,Sri Lanka,SL,BAT,BAT,1,0,0,0,38.0,0,1,38.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 24 → 24 | Fours: 1 → 4 | Sixes: 1 → 6 | Announced: 1 → 4
Group 4,1,Aiden Markram,South Africa,SA,AR,AR,1,0,0,0,123.0,0,2,246.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Runs: 59 → 59 | Fours: 10 → 40 | Sixes: 1 → 6 | Runs milestone bonus: 59 → 8 | Strike Rate: 184.38 → 6 | Announced: 1 → 4
Group 4,1,Faheem Ashraf,Pakistan,PAK,AR,AR,0,3,0,0,119.0,50,1,119.0,PLAYING_XI,0,0,1,1,2026-02-07,1512719,0,1,0,0,Runs: 29 → 29 | Fours: 2 → 8 | Sixes: 3 → 18 | Runs milestone bonus: 29 → 4 | Strike Rate: 263.64 → 6 | Announced: 1 → 4
Group 4,1,Mitchell Santner,New Zealand,NZ,AR,AR,1,0,0,0,45.0,0,1,45.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 4,1,Shivam Dube,India,IND,AR,AR,1,0,0,0,10.0,0,1,10.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,1,0,0,Duck: 0 → -2 | Catches: 1 → 8 | Announced: 1 → 4
Group 4,1,Jayden Seales,West Indies,WI,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,DID NOT PLAY
Group 4,1,Josh Tongue,England,ENG,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,1,0,0,DID NOT PLAY
Group 4,1,Matthew Kuhnemann,Australia,AUS,BOWL,BOWL,0,2,0,0,48.0,0,1,48.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Wickets: 1 → 30 | Dot balls: 14 → 14 | Announced: 1 → 4
Group 4,1,Varun Chakaravarthy,India,IND,BOWL,BOWL,1,0,0,0,54.0,0,1,54.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,1,0,0,Wickets: 1 → 30 | Dot balls: 10 → 10 | Catches: 1 → 8 | Economy Rate: 6.0 → 2 | Announced: 1 → 4
Group 4,1,Kusal Perera,Sri Lanka,SL,WK,WK,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512724,0,1,0,0,DID NOT PLAY
Group 4,1,Mitchell Marsh,Australia,AUS,AR,AR,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-11,1512732,0,1,0,0,DID NOT PLAY
Group 4,1,Kuldeep Yadav,India,IND,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512721,0,1,0,0,DID NOT PLAY
Group 4,1,Usman Tariq,Pakistan,PAK,BOWL,BOWL,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512719,0,1,0,0,DID NOT PLAY
Group 5,1,Rahmanullah Gurbaz,Afghanistan,AFG,WK,WK,1,0,0,0,49.0,0,1,49.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 5,1,Mark Chapman,New Zealand,NZ,BAT,BAT,1,0,0,0,54.0,0,1,54.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 5,1,Sherfane Rutherford,West Indies,WI,BAT,BAT,1,0,0,0,78.0,0,1,78.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,Runs: 26 → 26 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 26 → 4 | Catches: 2 → 16 | Strike Rate: 200.0 → 6 | Announced: 1 → 4
Group 5,1,Tilak Varma,India,IND,BAT,BAT,1,0,0,0,71.0,0,1,71.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,1,0,0,Runs: 25 → 25 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 25 → 4 | Catches: 2 → 16 | Strike Rate: 156.25 → 4 | Announced: 1 → 4
Group 5,1,Travis Head,Australia,AUS,BAT,BAT,1,0,0,0,14.0,0,1,14.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Runs: 6 → 6 | Fours: 1 → 4 | Announced: 1 → 4
Group 5,1,Corbin Bosch,South Africa,SA,AR,AR,1,0,0,0,52.0,0,1,52.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Wickets: 1 → 30 | Dot balls: 8 → 8 | Catches: 1 → 8 | Economy Rate: 6.75 → 2 | Announced: 1 → 4
Group 5,1,Glenn Maxwell,Australia,AUS,AR,AR,1,0,0,0,17.0,0,1,17.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Runs: 9 → 9 | Fours: 1 → 4 | Announced: 1 → 4
Group 5,1,Kamindu Mendis,Sri Lanka,SL,AR,AR,0,3,0,0,144.0,50,2,288.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 44 → 44 | Fours: 4 → 16 | Sixes: 2 → 12 | Runs milestone bonus: 44 → 4 | Catches: 1 → 8 | Strike Rate: 244.44 → 6 | Announced: 1 → 4
Group 5,1,Maheesh Theekshana,Sri Lanka,SL,BOWL,BOWL,0,4,0,0,120.0,0,1,120.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 10 → 10 | Economy Rate: 5.75 → 4 | Announced: 1 → 4
Group 5,1,Mohammed Siraj,India,IND,BOWL,BOWL,1,0,0,0,127.0,0,1,127.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,1,0,0,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 13 → 13 | Catches: 1 → 8 | Announced: 1 → 4
Group 5,1,Shamar Joseph,West Indies,WI,BOWL,BOWL,0,2,0,0,55.0,0,1,55.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,Wickets: 1 → 30 | Dot balls: 11 → 11 | Catches: 1 → 8 | Economy Rate: 6.5 → 2 | Announced: 1 → 4
Group 5,1,Jamie Overton,England,ENG,AR,AR,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512723,0,1,0,0,DID NOT PLAY
Group 5,1,Michael Bracewell,New Zealand,NZ,AR,AR,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 5,1,Ben Dwarshuis,Australia,AUS,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-11,1512732,0,1,0,0,DID NOT PLAY
Group 5,1,Kwena Maphaka,South Africa,SA,BOWL,BOWL,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-09,1512727,0,1,0,0,DID NOT PLAY
Group 6,1,Kamil Mishara,Sri Lanka,SL,WK,WK,1,0,0,0,34.0,0,1,34.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 14 → 14 | Fours: 2 → 8 | Catches: 1 → 8 | Announced: 1 → 4
Group 6,1,Babar Azam,Pakistan,PAK,BAT,BAT,1,0,0,0,31.0,0,1,31.0,PLAYING_XI,0,0,1,1,2026-02-07,1512719,0,1,0,0,Runs: 15 → 15 | Fours: 1 → 4 | Catches: 1 → 8 | Announced: 1 → 4
Group 6,1,Dewald Brevis,South Africa,SA,BAT,BAT,1,0,0,0,14.0,0,1,14.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Runs: 6 → 6 | Fours: 1 → 4 | Announced: 1 → 4
Group 6,1,Jacob Bethell,England,ENG,AR,AR,1,0,0,0,111.0,0,1,111.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,1,0,0,Runs: 55 → 55 | Fours: 4 → 16 | Sixes: 4 → 24 | Runs milestone bonus: 55 → 8 | Strike Rate: 157.14 → 4 | Announced: 1 → 4
Group 6,1,Mohammad Nabi,Afghanistan,AFG,AR,AR,1,0,0,0,52.0,0,1,52.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 6,1,Mohammad Nawaz,Pakistan,PAK,AR,AR,0,5,0,0,78.0,0,1,78.0,PLAYING_XI,0,0,1,1,2026-02-07,1512719,0,1,0,0,Runs: 6 → 6 | Wickets: 2 → 60 | Dot balls: 6 → 6 | Catches: 1 → 8 | Strike Rate: 46.15 → -6 | Announced: 1 → 4
Group 6,1,Romario Shepherd,West Indies,WI,AR,AR,0,1,0,0,211.0,0,2,422.0,PLAYING_XI,0,0,1,1,2026-02-07,1512720,0,1,0,0,Runs: 6 → 6 | Sixes: 1 → 6 | Wickets: 5 → 150 | LBW/Bowled bonus: 2 → 16 | 3-Wicket bonus: 5 → 12 | Dot balls: 7 → 7 | Catches: 1 → 8 | Economy Rate: 6.67 → 2 | Announced: 1 → 4
Group 6,1,Wanindu Hasaranga,Sri Lanka,SL,AR,AR,0,3,0,0,116.0,0,1,116.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 1 → 1 | Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 7 → 7 | Economy Rate: 6.25 → 2 | Announced: 1 → 4
Group 6,1,Adam Zampa,Australia,AUS,BOWL,BOWL,1,0,0,0,149.0,0,1,149.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 13 → 13 | Economy Rate: 5.75 → 4 | Announced: 1 → 4
Group 6,1,Lockie Ferguson,New Zealand,NZ,BOWL,BOWL,0,2,0,0,83.0,0,1,83.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 6,1,Lungi Ngidi,South Africa,SA,BOWL,BOWL,1,0,0,0,196.0,50,1,196.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 14 → 14 | Announced: 1 → 4
Group 6,1,Abhishek Sharma,India,IND,AR,AR,1,0,0,0,2.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512721,0,1,0,0,Duck: 0 → -2 | Announced: 1 → 4
Group 6,1,James Neesham,New Zealand,NZ,AR,AR,0,4,0,0,11.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 6,1,Sam Curran,England,ENG,AR,AR,1,0,0,0,46.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512723,0,1,0,0,Runs: 2 → 2 | Wickets: 1 → 30 | Dot balls: 8 → 8 | Economy Rate: 6.75 → 2 | Announced: 1 → 4
Group 6,1,Keshav Maharaj,South Africa,SA,BOWL,BOWL,1,0,0,0,10.0,0,1,0.0,SUB,0,0,0,1,2026-02-09,1512727,0,1,0,0,Dot balls: 6 → 6 | Announced: 1 → 4
Group 6,1,Noor Ahmad,Afghanistan,AFG,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 7,1,Josh Inglis,Australia,AUS,WK,WK,1,0,0,0,101.0,0,1,101.0,PLAYING_XI,0,0,1,1,2026-02-11,1512732,0,1,0,0,Runs: 37 → 37 | Fours: 6 → 24 | Sixes: 1 → 6 | Runs milestone bonus: 37 → 4 | Catches: 1 → 8 | Stumpings: 1 → 12 | Strike Rate: 217.65 → 6 | Announced: 1 → 4
Group 7,1,Kusal Mendis,Sri Lanka,SL,WK,WK,1,0,0,0,102.0,0,1,102.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Runs: 56 → 56 | Fours: 5 → 20 | Runs milestone bonus: 56 → 8 | Stumpings: 1 → 12 | Strike Rate: 130.23 → 2 | Announced: 1 → 4
Group 7,1,Finn Allen,New Zealand,NZ,BAT,BAT,1,0,0,0,5.0,0,1,5.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 7,1,Suryakumar Yadav,India,IND,BAT,BAT,1,0,0,0,220.0,50,2,440.0,PLAYING_XI,0,0,1,1,2026-02-07,1512721,0,1,0,0,Runs: 84 → 84 | Fours: 10 → 40 | Sixes: 4 → 24 | Runs milestone bonus: 84 → 12 | Strike Rate: 171.43 → 6 | Announced: 1 → 4
Group 7,1,Glenn Phillips,New Zealand,NZ,AR,AR,1,0,0,0,104.0,0,1,104.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 7,1,Rachin Ravindra,New Zealand,NZ,AR,AR,1,0,0,0,34.0,0,1,34.0,PLAYING_XI,0,0,1,1,2026-02-08,1512722,0,1,0,0,DID NOT PLAY
Group 7,1,Saim Ayub,Pakistan,PAK,AR,AR,0,4,0,0,118.0,0,1,118.0,PLAYING_XI,0,0,1,1,2026-02-07,1512719,0,1,0,0,Runs: 24 → 24 | Fours: 4 → 16 | Sixes: 1 → 6 | Wickets: 2 → 60 | Dot balls: 2 → 2 | Strike Rate: 184.62 → 6 | Announced: 1 → 4
Group 7,1,Salman Agha,Pakistan,PAK,AR,AR,0,3,0,0,44.0,0,1,44.0,PLAYING_XI,0,0,1,1,2026-02-07,1512719,0,1,0,0,Runs: 12 → 12 | Fours: 3 → 12 | Catches: 2 → 16 | Announced: 1 → 4
Group 7,1,Will Jacks,England,ENG,AR,AR,1,0,0,0,172.0,50,1,172.0,PLAYING_XI,0,0,1,1,2026-02-08,1512723,0,1,0,0,Runs: 39 → 39 | Fours: 1 → 4 | Sixes: 4 → 24 | Runs milestone bonus: 39 → 4 | Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 1 → 8 | Strike Rate: 216.67 → 6 | Announced: 1 → 4
Group 7,1,Dushmantha Chameera,Sri Lanka,SL,BOWL,BOWL,0,5,0,0,50.0,0,1,50.0,PLAYING_XI,0,0,1,1,2026-02-08,1512724,0,1,0,0,Wickets: 1 → 30 | Dot balls: 8 → 8 | Catches: 1 → 8 | Announced: 1 → 4
Group 7,1,Kagiso Rabada,South Africa,SA,BOWL,BOWL,1,0,0,0,65.0,0,1,65.0,PLAYING_XI,0,0,1,1,2026-02-09,1512727,0,1,0,0,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Catches: 2 → 16 | Economy Rate: 10.0 → -2 | Announced: 1 → 4
Group 7,1,Ben Duckett,England,ENG,BAT,BAT,0,6,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-08,1512723,0,1,0,0,DID NOT PLAY
Group 7,1,George Linde,South Africa,SA,AR,AR,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,1,2026-02-09,1512727,0,1,0,0,DID NOT PLAY
Group 7,1,Hardik Pandya,India,IND,AR,AR,1,0,0,0,21.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512721,0,1,0,0,Runs: 5 → 5 | Fours: 1 → 4 | Dot balls: 8 → 8 | Announced: 1 → 4
Group 7,1,Shadab Khan,Pakistan,PAK,AR,AR,0,2,0,0,18.0,0,1,0.0,SUB,0,0,0,1,2026-02-07,1512719,0,1,0,0,Runs: 8 → 8 | Dot balls: 6 → 6 | Strike Rate: 66.67 → -2 | Economy Rate: 6.5 → 2 | Announced: 1 → 4
