participant_group,round,player_name,team,team_code,position,effective_position,is_playing_xi,sub_order,captain_flag,vice_flag,fantasy_points_final,potm_bonus,points_multiplier,counted_points,counted_points_type,subbed_out,subbed_in,final_playing_xi,team_round,match_date,match_id,chip_converter,chip_best11,chip_flexicap,chip_matchwinner,points_breakdown_str
Group 2,5,Ishan Kishan,India,IND,WK,BAT,1,0,1,0,2.0,0,2,4.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,1,0,0,0,Duck: 0 → -2 | Announced: 1 → 4
Group 2,5,Rinku Singh,India,IND,BAT,BAT,1,0,0,0,10.0,0,1,10.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,0,0,Duck: 0 → -2 | Catches: 1 → 8 | Announced: 1 → 4
Group 2,5,Daryl Mitchell,New Zealand,NZ,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 2,5,Gudakesh Motie,West Indies,WI,AR,AR,1,0,0,0,180.0,0,1,180.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,0,0,Wickets: 4 → 120 | LBW/Bowled bonus: 3 → 24 | Maiden overs: 1 → 12 | 3-Wicket bonus: 4 → 8 | Dot balls: 12 → 12 | Announced: 1 → 4
Group 2,5,Arshdeep Singh,India,IND,BOWL,BOWL,1,0,0,0,76.0,0,1,76.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,0,0,Runs: 1 → 1 | Wickets: 2 → 60 | Dot balls: 11 → 11 | Announced: 1 → 4
Group 2,5,Jacob Duffy,New Zealand,NZ,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 2,5,Matthew Forde,West Indies,WI,BOWL,BOWL,1,0,0,0,77.0,0,1,77.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,0,0,Runs: 1 → 1 | Wickets: 2 → 60 | Dot balls: 12 → 12 | Announced: 1 → 4
Group 2,5,Fakhar Zaman,Pakistan,PAK,BAT,BAT,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,1512759,0,0,0,0,DID NOT PLAY
Group 2,5,Matt Renshaw,Australia,AUS,BAT,BAT,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 2,5,Quentin Sampson,West Indies,WI,AR,AR,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,2026-02-23,1512762,0,0,0,0,DID NOT PLAY
Group 2,5,Fazalhaq Farooqi,Afghanistan,AFG,BOWL,BOWL,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 3,5,Jos Buttler,England,ENG,WK,WK,1,0,0,0,7.0,0,1,7.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 7 → 7 | Strike Rate: 50.0 → -4 | Announced: 1 → 4
Group 3,5,David Miller,South Africa,SA,BAT,BAT,1,0,0,0,177.0,50,2,354.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Runs: 63 → 63 | Fours: 7 → 28 | Sixes: 3 → 18 | Runs milestone bonus: 63 → 8 | Strike Rate: 180.0 → 6 | Announced: 1 → 4
Group 3,5,Pavan Rathnayake,Sri Lanka,SL,BAT,BAT,1,0,0,0,2.0,0,1,2.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Duck: 0 → -2 | Announced: 1 → 4
Group 3,5,Rovman Powell,West Indies,WI,BAT,BAT,1,0,0,0,117.0,0,1,117.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,1,0,Runs: 59 → 59 | Fours: 4 → 16 | Sixes: 4 → 24 | Runs milestone bonus: 59 → 8 | Strike Rate: 173.53 → 6 | Announced: 1 → 4
Group 3,5,Dunith Wellalage,Sri Lanka,SL,AR,AR,1,0,0,0,153.0,0,1,153.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 10 → 10 | Fours: 2 → 8 | Wickets: 3 → 90 | LBW/Bowled bonus: 2 → 16 | 3-Wicket bonus: 3 → 4 | Dot balls: 11 → 11 | Catches: 1 → 8 | Economy Rate: 6.5 → 2 | Announced: 1 → 4
Group 3,5,Gulbadin Naib,Afghanistan,AFG,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,nan,0,0,1,0,DID NOT PLAY
Group 3,5,Akeal Hosein,West Indies,WI,BOWL,BOWL,1,0,0,0,143.0,0,1,143.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,1,0,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | Maiden overs: 1 → 12 | 3-Wicket bonus: 3 → 4 | Dot balls: 17 → 17 | Catches: 1 → 8 | Announced: 1 → 4
Group 3,5,Ish Sodhi,New Zealand,NZ,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 3,5,Jasprit Bumrah,India,IND,BOWL,BOWL,1,0,0,0,132.0,0,1,132.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 12 → 12 | Catches: 1 → 8 | Economy Rate: 3.75 → 6 | Announced: 1 → 4
Group 3,5,Jofra Archer,England,ENG,BOWL,BOWL,1,0,0,0,77.0,0,1,77.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Wickets: 2 → 60 | Dot balls: 11 → 11 | Economy Rate: 6.67 → 2 | Announced: 1 → 4
Group 3,5,Matt Henry,New Zealand,NZ,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 3,5,Ibrahim Zadran,Afghanistan,AFG,BAT,BAT,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 3,5,Tim David,Australia,AUS,BAT,BAT,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 3,5,Azmatullah Omarzai,Afghanistan,AFG,AR,AR,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 3,5,Rashid Khan,Afghanistan,AFG,AR,AR,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 4,5,Kusal Perera,Sri Lanka,SL,WK,WK,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,DID NOT PLAY
Group 4,5,Aiden Markram,South Africa,SA,AR,BAT,1,0,0,0,50.0,0,1,50.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,1,0,1,0,Runs: 4 → 4 | Wickets: 1 → 30 | Dot balls: 4 → 4 | Catches: 1 → 8 | Announced: 1 → 4
Group 4,5,Pathum Nissanka,Sri Lanka,SL,BAT,BAT,1,0,0,0,21.0,0,1,21.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 9 → 9 | Fours: 2 → 8 | Announced: 1 → 4
Group 4,5,Faheem Ashraf,Pakistan,PAK,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 4,5,Mitchell Santner,New Zealand,NZ,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 4,5,Shivam Dube,India,IND,AR,AR,1,0,0,0,107.0,0,2,214.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Runs: 42 → 42 | Fours: 1 → 4 | Sixes: 3 → 18 | Runs milestone bonus: 42 → 4 | Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 1 → 8 | Economy Rate: 16.0 → -6 | Announced: 1 → 4
Group 4,5,Jayden Seales,West Indies,WI,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,1,0,DID NOT PLAY
Group 4,5,Josh Tongue,England,ENG,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,DID NOT PLAY
Group 4,5,Kuldeep Yadav,India,IND,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,DID NOT PLAY
Group 4,5,Usman Tariq,Pakistan,PAK,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 4,5,Varun Chakaravarthy,India,IND,BOWL,BOWL,1,0,0,0,38.0,0,1,38.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Wickets: 1 → 30 | Dot balls: 8 → 8 | Economy Rate: 11.75 → -4 | Announced: 1 → 4
Group 4,5,Johnson Charles,West Indies,WI,WK,WK,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,2026-02-23,1512762,0,0,1,0,DID NOT PLAY
Group 4,5,Jason Smith,South Africa,SA,BAT,BAT,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,2026-02-22,1512761,0,0,1,0,DID NOT PLAY
Group 4,5,Mitchell Marsh,Australia,AUS,AR,AR,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 4,5,Matthew Kuhnemann,Australia,AUS,BOWL,BOWL,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 5,5,Tilak Varma,India,IND,BAT,WK,1,0,0,0,13.0,0,1,13.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,1,0,1,0,Runs: 1 → 1 | Catches: 1 → 8 | Announced: 1 → 4
Group 5,5,Mark Chapman,New Zealand,NZ,BAT,BAT,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 5,5,Sherfane Rutherford,West Indies,WI,BAT,BAT,1,0,0,0,69.0,0,1,69.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,1,0,Runs: 31 → 31 | Fours: 3 → 12 | Sixes: 2 → 12 | Runs milestone bonus: 31 → 4 | Strike Rate: 238.46 → 6 | Announced: 1 → 4
Group 5,5,Cole McConchie,New Zealand,NZ,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 5,5,Corbin Bosch,South Africa,SA,AR,AR,1,0,0,0,97.0,0,2,194.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Runs: 5 → 5 | Fours: 1 → 4 | Wickets: 2 → 60 | Dot balls: 10 → 10 | Catches: 1 → 8 | Economy Rate: 4.0 → 6 | Announced: 1 → 4
Group 5,5,Jamie Overton,England,ENG,AR,AR,1,0,0,0,73.0,0,1,73.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 10 → 10 | Sixes: 1 → 6 | Wickets: 1 → 30 | Dot balls: 5 → 5 | Catches: 2 → 16 | Economy Rate: 6.5 → 2 | Announced: 1 → 4
Group 5,5,Kamindu Mendis,Sri Lanka,SL,AR,AR,1,0,0,0,27.0,0,1,27.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 13 → 13 | Fours: 1 → 4 | Sixes: 1 → 6 | Announced: 1 → 4
Group 5,5,Kwena Maphaka,South Africa,SA,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,DID NOT PLAY
Group 5,5,Maheesh Theekshana,Sri Lanka,SL,BOWL,BOWL,1,0,0,0,91.0,0,1,91.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 10 → 10 | Fours: 1 → 4 | Wickets: 2 → 60 | Dot balls: 9 → 9 | Economy Rate: 5.25 → 4 | Announced: 1 → 4
Group 5,5,Mohammed Siraj,India,IND,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,DID NOT PLAY
Group 5,5,Shamar Joseph,West Indies,WI,BOWL,BOWL,1,0,0,0,23.0,0,1,23.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,1,0,Dot balls: 7 → 7 | Catches: 2 → 16 | Economy Rate: 11.67 → -4 | Announced: 1 → 4
Group 5,5,Rahmanullah Gurbaz,Afghanistan,AFG,WK,WK,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 5,5,Travis Head,Australia,AUS,BAT,BAT,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 5,5,Glenn Maxwell,Australia,AUS,AR,AR,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 5,5,Ben Dwarshuis,Australia,AUS,BOWL,BOWL,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 6,5,Kamil Mishara,Sri Lanka,SL,WK,WK,1,0,0,0,18.0,0,1,18.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 6 → 6 | Fours: 1 → 4 | Catches: 1 → 8 | Strike Rate: 54.55 → -4 | Announced: 1 → 4
Group 6,5,Abhishek Sharma,India,IND,AR,BAT,1,0,0,0,41.0,0,1,41.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,1,0,1,0,Runs: 15 → 15 | Fours: 2 → 8 | Sixes: 1 → 6 | Catches: 1 → 8 | Announced: 1 → 4
Group 6,5,Dewald Brevis,South Africa,SA,BAT,BAT,1,0,0,0,95.0,0,1,95.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Runs: 45 → 45 | Fours: 3 → 12 | Sixes: 3 → 18 | Runs milestone bonus: 45 → 4 | Catches: 1 → 8 | Strike Rate: 160.71 → 4 | Announced: 1 → 4
Group 6,5,Dushan Hemantha,Sri Lanka,SL,AR,AR,1,0,0,0,29.0,0,1,29.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 5 → 5 | Dot balls: 4 → 4 | Catches: 2 → 16 | Announced: 1 → 4
Group 6,5,Jacob Bethell,England,ENG,AR,AR,1,0,0,0,7.0,0,1,7.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 3 → 3 | Announced: 1 → 4
Group 6,5,James Neesham,New Zealand,NZ,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 6,5,Mohammad Nawaz,Pakistan,PAK,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,1,0,DID NOT PLAY
Group 6,5,Romario Shepherd,West Indies,WI,AR,AR,1,0,0,0,49.0,0,1,49.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,1,0,Runs: 21 → 21 | Sixes: 3 → 18 | Strike Rate: 210.0 → 6 | Announced: 1 → 4
Group 6,5,Sam Curran,England,ENG,AR,AR,1,0,0,0,21.0,0,1,21.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,1,0,Runs: 11 → 11 | Sixes: 1 → 6 | Announced: 1 → 4
Group 6,5,Keshav Maharaj,South Africa,SA,BOWL,BOWL,0,3,0,0,103.0,0,2,206.0,PLAYING_XI,0,1,1,5,2026-02-22,1512761,0,0,1,0,Wickets: 3 → 90 | 3-Wicket bonus: 3 → 4 | Dot balls: 5 → 5 | Announced: 1 → 4
Group 6,5,Lungi Ngidi,South Africa,SA,BOWL,BOWL,1,0,0,0,29.0,0,1,29.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,1,0,Dot balls: 11 → 11 | Catches: 1 → 8 | Economy Rate: 3.75 → 6 | Announced: 1 → 4
Group 6,5,Babar Azam,Pakistan,PAK,BAT,BAT,1,0,0,0,0.0,0,1,0.0,SUB,1,0,0,5,,1512759,0,0,1,0,DID NOT PLAY
Group 6,5,Mohammad Nabi,Afghanistan,AFG,AR,AR,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 6,5,Adam Zampa,Australia,AUS,BOWL,BOWL,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 6,5,Lockie Ferguson,New Zealand,NZ,BOWL,BOWL,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,1512759,0,0,1,0,DID NOT PLAY
Group 6,5,Noor Ahmad,Afghanistan,AFG,BOWL,BOWL,0,5,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,1,0,DID NOT PLAY
Group 7,5,Kusal Mendis,Sri Lanka,SL,WK,WK,1,0,0,0,12.0,0,1,12.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 4 → 4 | Fours: 1 → 4 | Announced: 1 → 4
Group 7,5,Rachin Ravindra,New Zealand,NZ,AR,BAT,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,1,0,0,0,DID NOT PLAY
Group 7,5,Suryakumar Yadav,India,IND,BAT,BAT,1,0,0,0,30.0,0,1,30.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,0,0,Runs: 18 → 18 | Fours: 2 → 8 | Announced: 1 → 4
Group 7,5,Glenn Phillips,New Zealand,NZ,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 7,5,Hardik Pandya,India,IND,AR,AR,1,0,1,0,38.0,0,2,76.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,0,0,Runs: 18 → 18 | Sixes: 1 → 6 | Dot balls: 6 → 6 | Catches: 1 → 8 | Economy Rate: 11.25 → -4 | Announced: 1 → 4
Group 7,5,Saim Ayub,Pakistan,PAK,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 7,5,Shadab Khan,Pakistan,PAK,AR,AR,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 7,5,Will Jacks,England,ENG,AR,AR,1,0,0,0,217.0,50,1,217.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 21 → 21 | Fours: 4 → 16 | Wickets: 3 → 90 | 3-Wicket bonus: 3 → 4 | Dot balls: 16 → 16 | Catches: 1 → 8 | Strike Rate: 150.0 → 4 | Economy Rate: 5.5 → 4 | Announced: 1 → 4
Group 7,5,Adil Rashid,England,ENG,BOWL,BOWL,1,0,0,0,92.0,0,1,92.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 1 → 1 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 13 → 13 | Economy Rate: 3.55 → 6 | Announced: 1 → 4
Group 7,5,Dushmantha Chameera,Sri Lanka,SL,BOWL,BOWL,1,0,0,0,43.0,0,1,43.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 6 → 6 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Strike Rate: 46.15 → -6 | Announced: 1 → 4
Group 7,5,Kagiso Rabada,South Africa,SA,BOWL,BOWL,0,3,0,0,17.0,0,1,17.0,PLAYING_XI,0,1,1,5,2026-02-22,1512761,0,0,0,0,Dot balls: 13 → 13 | Announced: 1 → 4
Group 7,5,Josh Inglis,Australia,AUS,WK,WK,0,6,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 7,5,Ben Duckett,England,ENG,BAT,BAT,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,2026-02-22,1512760,0,0,0,0,DID NOT PLAY
Group 7,5,Finn Allen,New Zealand,NZ,BAT,BAT,1,0,0,0,0.0,0,1,0.0,SUB,1,0,0,5,,1512759,0,0,0,0,DID NOT PLAY
Group 7,5,George Linde,South Africa,SA,AR,AR,0,5,0,0,0.0,0,1,0.0,SUB,0,0,0,5,2026-02-22,1512761,0,0,0,0,DID NOT PLAY
Group 7,5,Salman Agha,Pakistan,PAK,AR,AR,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,1512759,0,0,0,0,DID NOT PLAY
Group 7,5,Kyle Jamieson,New Zealand,NZ,BOWL,BOWL,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,1512759,0,0,0,0,DID NOT PLAY
Group 8,5,Devon Conway,New Zealand,NZ,WK,WK,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 8,5,Quinton de Kock,South Africa,SA,WK,WK,1,0,0,0,30.0,0,1,30.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,0,0,Runs: 6 → 6 | Fours: 1 → 4 | Catches: 2 → 16 | Announced: 1 → 4
Group 8,5,Ryan Rickelton,South Africa,SA,WK,WK,1,0,0,0,25.0,0,1,25.0,PLAYING_XI,0,0,1,5,2026-02-22,1512761,0,0,0,0,Runs: 7 → 7 | Sixes: 1 → 6 | Catches: 1 → 8 | Announced: 1 → 4
Group 8,5,Harry Brook,England,ENG,BAT,BAT,1,0,0,0,30.0,0,1,30.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 14 → 14 | Fours: 1 → 4 | Catches: 1 → 8 | Announced: 1 → 4
Group 8,5,Shimron Hetmyer,West Indies,WI,BAT,BAT,1,0,1,0,243.0,50,2,486.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,0,0,0,0,Runs: 85 → 85 | Fours: 7 → 28 | Sixes: 7 → 42 | Runs milestone bonus: 85 → 12 | Catches: 2 → 16 | Strike Rate: 250.0 → 6 | Announced: 1 → 4
Group 8,5,Dasun Shanaka,Sri Lanka,SL,AR,AR,1,0,0,0,74.0,0,1,74.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 30 → 30 | Fours: 1 → 4 | Sixes: 2 → 12 | Runs milestone bonus: 30 → 4 | Catches: 1 → 8 | Runout - direct: 1 → 12 | Announced: 1 → 4
Group 8,5,Liam Dawson,England,ENG,AR,AR,1,0,0,0,93.0,0,1,93.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Runs: 6 → 6 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Catches: 1 → 8 | Strike Rate: 54.55 → -4 | Economy Rate: 6.75 → 2 | Announced: 1 → 4
Group 8,5,Dilshan Madushanka,Sri Lanka,SL,BOWL,BOWL,1,0,0,0,86.0,0,1,86.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,Wickets: 2 → 60 | Dot balls: 12 → 12 | Catches: 1 → 8 | Economy Rate: 6.25 → 2 | Announced: 1 → 4
Group 8,5,Luke Wood,England,ENG,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-22,1512760,0,0,0,0,DID NOT PLAY
Group 8,5,Roston Chase,West Indies,WI,AR,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,2026-02-23,1512762,1,0,0,0,DID NOT PLAY
Group 8,5,Shaheen Afridi,Pakistan,PAK,BOWL,BOWL,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,5,,1512759,0,0,0,0,DID NOT PLAY
Group 8,5,Darwish Rasooli,Afghanistan,AFG,BAT,BAT,0,4,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 8,5,Cameron Green,Australia,AUS,AR,AR,0,6,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 8,5,Cooper Connolly,Australia,AUS,AR,AR,0,5,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 8,5,Rehan Ahmed,England,ENG,AR,AR,0,2,0,0,0.0,0,1,0.0,SUB,0,0,0,5,2026-02-22,1512760,0,0,0,0,DID NOT PLAY
Group 8,5,Abrar Ahmed,Pakistan,PAK,BOWL,BOWL,0,1,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,1512759,0,0,0,0,DID NOT PLAY
Group 8,5,Mujeeb Ur Rahman,Afghanistan,AFG,BOWL,BOWL,0,3,0,0,0.0,0,1,0.0,SUB,0,0,0,5,,nan,0,0,0,0,DID NOT PLAY
Group 1,6,Sanju Samson,India,IND,WK,WK,1,0,0,0,56.0,0,1,56.0,PLAYING_XI,0,0,1,6,2026-02-26,1512766,0,0,0,0,Runs: 24 → 24 | Fours: 1 → 4 | Sixes: 2 → 12 | Catches: 1 → 8 | Strike Rate: 160.0 → 4 | Announced: 1 → 4
Group 1,6,Tim Seifert,New Zealand,NZ,WK,WK,1,0,0,1,40.0,0,1,40.0,PLAYING_XI,0,0,1,6,2026-02-25,1512764,0,0,0,0,Runs: 8 → 8 | Fours: 1 → 4 | Stumpings: 2 → 24 | Announced: 1 → 4
Group 1,6,Brandon King,West Indies,WI,BAT,BAT,1,0,0,0,51.0,0,1,51.0,PLAYING_XI,0,0,1,6,2026-02-26,1512765,0,0,0,0,Runs: 21 → 21 | Fours: 5 → 20 | Strike Rate: 190.91 → 6 | Announced: 1 → 4
Group 1,6,Sediqullah Atal,Afghanistan,AFG,BAT,BAT,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,6,,nan,0,0,0,0,DID NOT PLAY
Group 1,6,Tristan Stubbs,South Africa,SA,WK,BAT,1,0,0,0,0.0,0,1,0.0,PLAYING_XI,0,0,1,6,2026-02-26,1512765,1,0,0,0,DID NOT PLAY
Group 1,6,Axar Patel,India,IND,AR,AR,1,0,0,0,41.0,0,1,41.0,PLAYING_XI,0,0,1,6,2026-02-26,1512766,0,0,0,0,Wickets: 1 → 30 | Dot balls: 7 → 7 | Announced: 1 → 4
Group 1,6,Charith Asalanka,Sri Lanka,SL,AR,AR,1,0,0,0,31.0,0,1,31.0,PLAYING_XI,0,0,1,6,2026-02-25,1512764,0,0,0,0,Runs: 5 → 5 | Fours: 1 → 4 | Dot balls: 6 → 6 | Catches: 1 → 8 | Economy Rate: 5.33 → 4 | Announced: 1 → 4
Group 1,6,Jason Holder,West Indies,WI,AR,AR,1,0,0,0,107.0,0,1,107.0,PLAYING_XI,0,0,1,6,2026-02-26,1512765,0,0,0,0,Runs: 49 → 49 | Fours: 4 → 16 | Sixes: 3 → 18 | Runs milestone bonus: 49 → 4 | Dot balls: 4 → 4 | Catches: 1 → 8 | Strike Rate: 158.06 → 4 | Announced: 1 → 4
Group 1,6,Marco Jansen,South Africa,SA,AR,AR,1,0,1,0,10.0,0,2,20.0,PLAYING_XI,0,0,1,6,2026-02-26,1512765,0,0,0,0,Dot balls: 12 → 12 | Economy Rate: 12.5 → -6 | Announced: 1 → 4
