player_name_str,canonical_player_name,fantasy_points_final,points_pairs_str,nation_code,role,match_id,team1,team2,runs,balls_faced,fours,sixes,is_out,wickets,bowled_lbw_wickets,maidens,legal_balls_bowled,runs_conceded_by_bowler,dot_balls,catches,stumpings,runouts_direct,runouts_indirect,strike_rate,bowling_economy,played_match_flag,is_captain_flag,is_vicecaptain_flag,runs_points_int,boundary_points_int,six_points_int,milestone_bonus_points_int,duck_points_int,wicket_points_int,lbw_bowled_bonus_points_int,maiden_points_int,wicket_haul_bonus_points_int,dot_ball_points_int,catch_points_int,catch_3_bonus_points_int,stumping_points_int,runout_direct_points_int,runout_indirect_points_int,strike_rate_points_int,economy_rate_points_int,appearance_points_int,batting_points_int,bowling_points_int,fielding_points_int,base_total_points_int,captain_multiplier_int,final_total_points_int,fantasy_points_int,eligible_fantasy_points_int,match_date_x,match_label_x,team_code,json_name_key,match_date_y,match_label_y
P Rathnayake,Pavan Rathnayake,17,Runs: 5 → 5 | Catches: 1 → 8 | Announced: 1 → 4,SL,BAT,1512724,Sri Lanka,Ireland,5,9,0,0,1,0,0,0,0,0,0,1,0,0,0,55.56,0.0,1,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,8,17,1,17,17,17,,,Sri Lanka,p rathnayake,2026-02-08,Sri Lanka vs Ireland
DN Wellalage,Dunith Wellalage,53,Runs: 10 → 10 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Announced: 1 → 4,SL,AR,1512724,Sri Lanka,Ireland,10,13,0,0,1,1,0,0,24,28,9,0,0,0,0,76.92,7.0,1,0,0,10,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,0,4,10,30,0,53,1,53,53,53,,,Sri Lanka,dn wellalage,2026-02-08,Sri Lanka vs Ireland
PHKD Mendis,Kamindu Mendis,94,Runs: 44 → 44 | Fours: 4 → 16 | Sixes: 2 → 12 | Runs milestone bonus: 44 → 4 | Catches: 1 → 8 | Strike Rate: 244.44 → 6 | Announced: 1 → 4,SL,AR,1512724,Sri Lanka,Ireland,44,18,4,2,1,0,0,0,0,0,0,1,0,0,0,244.44,0.0,1,0,0,44,16,12,4,0,0,0,0,0,0,8,0,0,0,0,6,0,4,76,0,8,94,1,94,94,94,,,Sri Lanka,kamindu mendis,2026-02-08,Sri Lanka vs Ireland
MD Shanaka,Dasun Shanaka,23,Duck: 0 → -2 | Dot balls: 3 → 3 | Catches: 2 → 16 | Economy Rate: 6.0 → 2 | Announced: 1 → 4,SL,AR,1512724,Sri Lanka,Ireland,0,1,0,0,1,0,0,0,12,12,3,2,0,0,0,0.0,6.0,1,0,0,0,0,0,0,-2,0,0,0,0,3,16,0,0,0,0,0,2,4,-2,0,16,23,1,23,23,23,,,Sri Lanka,md shanaka,2026-02-08,Sri Lanka vs Ireland
PWH de Silva,Wanindu Hasaranga,116,Runs: 1 → 1 | Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 7 → 7 | Economy Rate: 6.25 → 2 | Announced: 1 → 4,SL,AR,1512724,Sri Lanka,Ireland,1,2,0,0,0,3,1,0,24,25,7,0,0,0,0,50.0,6.25,1,0,0,1,0,0,0,0,90,8,0,4,7,0,0,0,0,0,0,2,4,1,102,0,116,1,116,116,116,,,Sri Lanka,wanindu hasaranga,2026-02-08,Sri Lanka vs Ireland
PVD Chameera,Dushmantha Chameera,50,Wickets: 1 → 30 | Dot balls: 8 → 8 | Catches: 1 → 8 | Announced: 1 → 4,SL,BOWL,1512724,Sri Lanka,Ireland,0,0,0,0,0,1,0,0,18,25,8,1,0,0,0,0.0,8.33,1,0,0,0,0,0,0,0,30,0,0,0,8,8,0,0,0,0,0,0,4,0,30,8,50,1,50,50,50,,,Sri Lanka,pvd chameera,2026-02-08,Sri Lanka vs Ireland
M Theekshana,Maheesh Theekshana,120,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 10 → 10 | Economy Rate: 5.75 → 4 | Announced: 1 → 4,SL,BOWL,1512724,Sri Lanka,Ireland,0,0,0,0,0,3,1,0,24,23,10,0,0,0,0,0.0,5.75,1,0,0,0,0,0,0,0,90,8,0,4,10,0,0,0,0,0,0,4,4,0,102,0,120,1,120,120,120,,,Sri Lanka,m theekshana,2026-02-08,Sri Lanka vs Ireland
M Pathirana,Matheesha Pathirana,78,Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 6 → 6 | Announced: 1 → 4,SL,BOWL,1512724,Sri Lanka,Ireland,0,0,0,0,0,2,1,0,17,26,6,0,0,0,0,0.0,9.18,1,0,0,0,0,0,0,0,60,8,0,0,6,0,0,0,0,0,0,0,4,0,68,0,78,1,78,78,78,,,Sri Lanka,m pathirana,2026-02-08,Sri Lanka vs Ireland
AK Markram,Aiden Markram,123,Runs: 59 → 59 | Fours: 10 → 40 | Sixes: 1 → 6 | Runs milestone bonus: 59 → 8 | Strike Rate: 184.38 → 6 | Announced: 1 → 4,SA,AR,1512727,South Africa,Canada,59,32,10,1,1,0,0,0,0,0,0,0,0,0,0,184.38,0.0,1,0,0,59,40,6,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,113,0,0,123,1,123,123,123,,,South Africa,ak markram,2026-02-09,South Africa vs Canada
Q de Kock,Quinton de Kock,57,Runs: 25 → 25 | Fours: 2 → 8 | Runs milestone bonus: 25 → 4 | Catches: 2 → 16 | Announced: 1 → 4,SA,WK,1512727,South Africa,Canada,25,22,2,0,1,0,0,0,0,0,0,2,0,0,0,113.64,0.0,1,0,0,25,8,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,4,37,0,16,57,1,57,57,57,,,South Africa,q de kock,2026-02-09,South Africa vs Canada
RD Rickelton,Ryan Rickelton,63,Runs: 33 → 33 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 33 → 4 | Strike Rate: 165.0 → 4 | Announced: 1 → 4,SA,WK,1512727,South Africa,Canada,33,20,3,1,1,0,0,0,0,0,0,0,0,0,0,165.0,0.0,1,0,0,33,12,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,55,0,0,63,1,63,63,63,,,South Africa,rd rickelton,2026-02-09,South Africa vs Canada
D Brevis,Dewald Brevis,14,Runs: 6 → 6 | Fours: 1 → 4 | Announced: 1 → 4,SA,BAT,1512727,South Africa,Canada,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,14,1,14,14,14,,,South Africa,d brevis,2026-02-09,South Africa vs Canada
DA Miller,David Miller,75,Runs: 39 → 39 | Fours: 1 → 4 | Sixes: 3 → 18 | Runs milestone bonus: 39 → 4 | Strike Rate: 177.27 → 6 | Announced: 1 → 4,SA,BAT,1512727,South Africa,Canada,39,22,1,3,0,0,0,0,0,0,0,0,0,0,0,177.27,0.0,1,0,0,39,4,18,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,65,0,0,75,1,75,75,75,,,South Africa,da miller,2026-02-09,South Africa vs Canada
T Stubbs,Tristan Stubbs,84,Runs: 34 → 34 | Fours: 2 → 8 | Sixes: 2 → 12 | Runs milestone bonus: 34 → 4 | Catches: 2 → 16 | Strike Rate: 188.89 → 6 | Announced: 1 → 4,SA,WK,1512727,South Africa,Canada,34,18,2,2,0,0,0,0,0,0,0,2,0,0,0,188.89,0.0,1,0,0,34,8,12,4,0,0,0,0,0,0,16,0,0,0,0,6,0,4,58,0,16,84,1,84,84,84,,,South Africa,t stubbs,2026-02-09,South Africa vs Canada
M Jansen,Marco Jansen,76,Wickets: 2 → 60 | Dot balls: 12 → 12 | Announced: 1 → 4,SA,AR,1512727,South Africa,Canada,0,0,0,0,0,2,0,0,24,30,12,0,0,0,0,0.0,7.5,1,0,0,0,0,0,0,0,60,0,0,0,12,0,0,0,0,0,0,0,4,0,60,0,76,1,76,76,76,,,South Africa,m jansen,2026-02-09,South Africa vs Canada
C Bosch,Corbin Bosch,52,Wickets: 1 → 30 | Dot balls: 8 → 8 | Catches: 1 → 8 | Economy Rate: 6.75 → 2 | Announced: 1 → 4,SA,AR,1512727,South Africa,Canada,0,0,0,0,0,1,0,0,24,27,8,1,0,0,0,0.0,6.75,1,0,0,0,0,0,0,0,30,0,0,0,8,8,0,0,0,0,0,2,4,0,30,8,52,1,52,52,52,,,South Africa,c bosch,2026-02-09,South Africa vs Canada
K Rabada,Kagiso Rabada,65,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Catches: 2 → 16 | Economy Rate: 10.0 → -2 | Announced: 1 → 4,SA,BOWL,1512727,South Africa,Canada,0,0,0,0,0,1,1,0,24,40,9,2,0,0,0,0.0,10.0,1,0,0,0,0,0,0,0,30,8,0,0,9,16,0,0,0,0,0,-2,4,0,38,16,65,1,65,65,65,,,South Africa,k rabada,2026-02-09,South Africa vs Canada
KA Maharaj,Keshav Maharaj,10,Dot balls: 6 → 6 | Announced: 1 → 4,SA,BOWL,1512727,South Africa,Canada,0,0,0,0,0,0,0,0,24,28,6,0,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,10,1,10,10,10,,,South Africa,ka maharaj,2026-02-09,South Africa vs Canada
L Ngidi,Lungi Ngidi,146,Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 14 → 14 | Announced: 1 → 4,SA,BOWL,1512727,South Africa,Canada,0,0,0,0,0,4,0,0,24,31,14,0,0,0,0,0.0,7.75,1,0,0,0,0,0,0,0,120,0,0,8,14,0,0,0,0,0,0,0,4,0,128,0,146,1,146,146,146,,,South Africa,l ngidi,2026-02-09,South Africa vs Canada
TL Seifert,Tim Seifert,177,Runs: 89 → 89 | Fours: 12 → 48 | Sixes: 3 → 18 | Runs milestone bonus: 89 → 12 | Strike Rate: 211.9 → 6 | Announced: 1 → 4,NZ,WK,1512729,United Arab Emirates,New Zealand,89,42,12,3,0,0,0,0,0,0,0,0,0,0,0,211.9,0.0,1,0,0,89,48,18,12,0,0,0,0,0,0,0,0,0,0,0,6,0,4,167,0,0,177,1,177,177,177,,,New Zealand,tl seifert,2026-02-10,United Arab Emirates vs New Zealand
FH Allen,Finn Allen,154,Runs: 84 → 84 | Fours: 5 → 20 | Sixes: 5 → 30 | Runs milestone bonus: 84 → 12 | Strike Rate: 168.0 → 4 | Announced: 1 → 4,NZ,BAT,1512729,United Arab Emirates,New Zealand,84,50,5,5,0,0,0,0,0,0,0,0,0,0,0,168.0,0.0,1,0,0,84,20,30,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,146,0,0,154,1,154,154,154,,,New Zealand,fh allen,2026-02-10,United Arab Emirates vs New Zealand
R Ravindra,Rachin Ravindra,13,Dot balls: 7 → 7 | Economy Rate: 6.33 → 2 | Announced: 1 → 4,NZ,AR,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,0,0,0,18,19,7,0,0,0,0,0.0,6.33,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,4,0,0,0,13,1,13,13,13,,,New Zealand,r ravindra,2026-02-10,United Arab Emirates vs New Zealand
GD Phillips,Glenn Phillips,59,Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Economy Rate: 15.0 → -6 | Announced: 1 → 4,NZ,AR,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,1,0,0,12,30,3,3,0,0,0,0.0,15.0,1,0,0,0,0,0,0,0,30,0,0,0,3,24,4,0,0,0,0,-6,4,0,30,28,59,1,59,59,59,,,New Zealand,gd phillips,2026-02-10,United Arab Emirates vs New Zealand
MS Chapman,MS Chapman,4,Announced: 1 → 4,NZ,AR,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,4,4,4,,,,Mark Chapman,2026-02-10,United Arab Emirates vs New Zealand
DJ Mitchell,DJ Mitchell,12,Catches: 1 → 8 | Announced: 1 → 4,NZ,AR,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,8,12,1,12,12,12,,,,dj mitchell,2026-02-10,United Arab Emirates vs New Zealand
MJ Santner,Mitchell Santner,53,Wickets: 1 → 30 | Dot balls: 7 → 7 | Catches: 1 → 8 | Economy Rate: 5.75 → 4 | Announced: 1 → 4,NZ,AR,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,1,0,0,24,23,7,1,0,0,0,0.0,5.75,1,0,0,0,0,0,0,0,30,0,0,0,7,8,0,0,0,0,0,4,4,0,30,8,53,1,53,53,53,,,New Zealand,mj santner,2026-02-10,United Arab Emirates vs New Zealand
JDS Neesham,James Neesham,14,Dot balls: 2 → 2 | Catches: 1 → 8 | Announced: 1 → 4,NZ,AR,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,0,0,0,6,7,2,1,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,4,0,0,8,14,1,14,14,14,,,New Zealand,jds neesham,2026-02-10,United Arab Emirates vs New Zealand
MJ Henry,Matt Henry,74,Wickets: 2 → 60 | Dot balls: 10 → 10 | Announced: 1 → 4,NZ,BOWL,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,2,0,0,24,37,10,0,0,0,0,0.0,9.25,1,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,4,0,60,0,74,1,74,74,74,,,New Zealand,mj henry,2026-02-10,United Arab Emirates vs New Zealand
LH Ferguson,Lockie Ferguson,42,Wickets: 1 → 30 | Dot balls: 8 → 8 | Announced: 1 → 4,NZ,BOWL,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,1,0,0,24,35,8,0,0,0,0,0.0,8.75,1,0,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,0,0,0,4,0,30,0,42,1,42,42,42,,,New Zealand,lh ferguson,2026-02-10,United Arab Emirates vs New Zealand
JA Duffy,Jacob Duffy,40,Wickets: 1 → 30 | Dot balls: 6 → 6 | Announced: 1 → 4,NZ,BOWL,1512729,United Arab Emirates,New Zealand,0,0,0,0,0,1,0,0,12,16,6,0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,0,30,0,0,0,6,0,0,0,0,0,0,0,4,0,30,0,40,1,40,40,40,,,New Zealand,ja duffy,2026-02-10,United Arab Emirates vs New Zealand
Saim Ayub,Saim Ayub,42,Runs: 19 → 19 | Fours: 1 → 4 | Sixes: 2 → 12 | Dot balls: 3 → 3 | Announced: 1 → 4,PAK,AR,1512730,Pakistan,United States of America,19,17,1,2,1,0,0,0,6,11,3,0,0,0,0,111.76,11.0,1,0,0,19,4,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,35,0,0,42,1,42,42,42,,,Pakistan,saim ayub,2026-02-10,Pakistan vs United States of America
Sahibzada Farhan,Sahibzada Farhan,145,Runs: 73 → 73 | Fours: 6 → 24 | Sixes: 5 → 30 | Runs milestone bonus: 73 → 8 | Strike Rate: 182.5 → 6 | Announced: 1 → 4,PAK,WK,1512730,Pakistan,United States of America,73,40,6,5,1,0,0,0,0,0,0,0,0,0,0,182.5,0.0,1,0,0,73,24,30,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,135,0,0,145,1,145,145,145,,,Pakistan,sahibzada farhan,2026-02-10,Pakistan vs United States of America
Agha Salman,Salman Agha,13,Runs: 1 → 1 | Catches: 1 → 8 | Announced: 1 → 4,PAK,AR,1512730,Pakistan,United States of America,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,33.33,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,0,8,13,1,13,13,13,,,Pakistan,agha salman,2026-02-10,Pakistan vs United States of America
Babar Azam,Babar Azam,78,Runs: 46 → 46 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 46 → 4 | Strike Rate: 143.75 → 2 | Announced: 1 → 4,PAK,BAT,1512730,Pakistan,United States of America,46,32,4,1,1,0,0,0,0,0,0,0,0,0,0,143.75,0.0,1,0,0,46,16,6,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,72,0,0,78,1,78,78,78,,,Pakistan,babar azam,2026-02-10,Pakistan vs United States of America
Mohammad Nawaz,Mohammad Nawaz,54,Runs: 5 → 5 | Wickets: 1 → 30 | Dot balls: 7 → 7 | Catches: 1 → 8 | Announced: 1 → 4,PAK,AR,1512730,Pakistan,United States of America,5,9,0,0,1,1,0,0,18,21,7,1,0,0,0,55.56,7.0,1,0,0,5,0,0,0,0,30,0,0,0,7,8,0,0,0,0,0,0,4,5,30,8,54,1,54,54,54,,,Pakistan,mohammad nawaz,2026-02-10,Pakistan vs United States of America
Shadab Khan,Shadab Khan,142,Runs: 30 → 30 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 30 → 4 | Wickets: 2 → 60 | Dot balls: 6 → 6 | Catches: 1 → 8 | Strike Rate: 250.0 → 6 | Economy Rate: 6.5 → 2 | Announced: 1 → 4,PAK,AR,1512730,Pakistan,United States of America,30,12,4,1,1,2,0,0,24,26,6,1,0,0,0,250.0,6.5,1,0,0,30,16,6,4,0,60,0,0,0,6,8,0,0,0,0,6,2,4,56,60,8,142,1,142,142,142,,,Pakistan,shadab khan,2026-02-10,Pakistan vs United States of America
Faheem Ashraf,Faheem Ashraf,5,Runs: 1 → 1 | Announced: 1 → 4,PAK,AR,1512730,Pakistan,United States of America,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,1,5,5,5,,,Pakistan,faheem ashraf,2026-02-10,Pakistan vs United States of America
Usman Khan,Usman Khan,2,Duck: 0 → -2 | Announced: 1 → 4,PAK,WK,1512730,Pakistan,United States of America,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,Pakistan,usman khan,2026-02-10,Pakistan vs United States of America
Shaheen Shah Afridi,Shaheen Afridi,79,Runs: 9 → 9 | Sixes: 1 → 6 | Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 8 → 8 | Catches: 2 → 16 | Economy Rate: 10.5 → -2 | Announced: 1 → 4,PAK,BOWL,1512730,Pakistan,United States of America,9,4,0,1,1,1,1,0,24,42,8,2,0,0,0,225.0,10.5,1,0,0,9,0,6,0,0,30,8,0,0,8,16,0,0,0,0,0,-2,4,15,38,16,79,1,79,79,79,,,Pakistan,shaheen shah afridi,2026-02-10,Pakistan vs United States of America
Abrar Ahmed,Abrar Ahmed,51,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Announced: 1 → 4,PAK,BOWL,1512730,Pakistan,United States of America,0,0,0,0,0,1,1,0,24,30,9,0,0,0,0,0.0,7.5,1,0,0,0,0,0,0,0,30,8,0,0,9,0,0,0,0,0,0,0,4,0,38,0,51,1,51,51,51,,,Pakistan,abrar ahmed,2026-02-10,Pakistan vs United States of America
Usman Tariq,Usman Tariq,117,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 9 → 9 | Economy Rate: 6.75 → 2 | Announced: 1 → 4,PAK,BOWL,1512730,Pakistan,United States of America,0,0,0,0,0,3,1,0,24,27,9,0,0,0,0,0.0,6.75,1,0,0,0,0,0,0,0,90,8,0,4,9,0,0,0,0,0,0,2,4,0,102,0,117,1,117,117,117,,,Pakistan,usman tariq,2026-02-10,Pakistan vs United States of America
TM Head,Travis Head,14,Runs: 6 → 6 | Fours: 1 → 4 | Announced: 1 → 4,AUS,BAT,1512732,Australia,Ireland,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,85.71,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,14,1,14,14,14,,,Australia,tm head,2026-02-11,Australia vs Ireland
JP Inglis,Josh Inglis,101,Runs: 37 → 37 | Fours: 6 → 24 | Sixes: 1 → 6 | Runs milestone bonus: 37 → 4 | Catches: 1 → 8 | Stumpings: 1 → 12 | Strike Rate: 217.65 → 6 | Announced: 1 → 4,AUS,WK,1512732,Australia,Ireland,37,17,6,1,1,0,0,0,0,0,0,1,1,0,0,217.65,0.0,1,0,0,37,24,6,4,0,0,0,0,0,0,8,0,12,0,0,6,0,4,71,0,20,101,1,101,101,101,,,Australia,jp inglis,2026-02-11,Australia vs Ireland
C Green,Cameron Green,75,Runs: 21 → 21 | Fours: 1 → 4 | Sixes: 2 → 12 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Strike Rate: 190.91 → 6 | Announced: 1 → 4,AUS,AR,1512732,Australia,Ireland,21,11,1,2,1,0,0,0,0,0,0,3,0,0,0,190.91,0.0,1,0,0,21,4,12,0,0,0,0,0,0,0,24,4,0,0,0,6,0,4,37,0,28,75,1,75,75,75,,,Australia,c green,2026-02-11,Australia vs Ireland
MT Renshaw,Matt Renshaw,53,Runs: 37 → 37 | Fours: 2 → 8 | Runs milestone bonus: 37 → 4 | Announced: 1 → 4,AUS,BAT,1512732,Australia,Ireland,37,33,2,0,1,0,0,0,0,0,0,0,0,0,0,112.12,0.0,1,0,0,37,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,0,0,53,1,53,53,53,,,Australia,mt renshaw,2026-02-11,Australia vs Ireland
GJ Maxwell,Glenn Maxwell,17,Runs: 9 → 9 | Fours: 1 → 4 | Announced: 1 → 4,AUS,AR,1512732,Australia,Ireland,9,9,1,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,1,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,17,1,17,17,17,,,Australia,gj maxwell,2026-02-11,Australia vs Ireland
MP Stoinis,Marcus Stoinis,71,Runs: 45 → 45 | Fours: 2 → 8 | Sixes: 1 → 6 | Runs milestone bonus: 45 → 4 | Strike Rate: 155.17 → 4 | Announced: 1 → 4,AUS,AR,1512732,Australia,Ireland,45,29,2,1,1,0,0,0,0,0,0,0,0,0,0,155.17,0.0,1,0,0,45,8,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,63,0,0,71,1,71,71,71,,,Australia,mp stoinis,2026-02-11,Australia vs Ireland
C Connolly,Cooper Connolly,41,Runs: 11 → 11 | Sixes: 1 → 6 | Dot balls: 4 → 4 | Catches: 2 → 16 | Announced: 1 → 4,AUS,AR,1512732,Australia,Ireland,11,8,0,1,0,0,0,0,18,26,4,2,0,0,0,137.5,8.67,1,0,0,11,0,6,0,0,0,0,0,0,4,16,0,0,0,0,0,0,4,17,0,16,41,1,41,41,41,,,Australia,c connolly,2026-02-11,Australia vs Ireland
XC Bartlett,Xavier Bartlett,23,Runs: 11 → 11 | Fours: 2 → 8 | Dot balls: 4 → 4 | Economy Rate: 11.0 → -4 | Announced: 1 → 4,AUS,BOWL,1512732,Australia,Ireland,11,6,2,0,0,0,0,0,12,22,4,0,0,0,0,183.33,11.0,1,0,0,11,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-4,4,19,0,0,23,1,23,23,23,,,Australia,xc bartlett,2026-02-11,Australia vs Ireland
NT Ellis,Nathan Ellis,181,Wickets: 4 → 120 | LBW/Bowled bonus: 2 → 16 | Maiden overs: 1 → 12 | 3-Wicket bonus: 4 → 8 | Dot balls: 15 → 15 | Economy Rate: 3.13 → 6 | Announced: 1 → 4,AUS,BOWL,1512732,Australia,Ireland,0,0,0,0,0,4,2,1,23,12,15,0,0,0,0,0.0,3.13,1,0,0,0,0,0,0,0,120,16,12,8,15,0,0,0,0,0,0,6,4,0,156,0,181,1,181,181,181,,,Australia,nt ellis,2026-02-11,Australia vs Ireland
A Zampa,Adam Zampa,149,Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 13 → 13 | Economy Rate: 5.75 → 4 | Announced: 1 → 4,AUS,BOWL,1512732,Australia,Ireland,0,0,0,0,0,4,0,0,24,23,13,0,0,0,0,0.0,5.75,1,0,0,0,0,0,0,0,120,0,0,8,13,0,0,0,0,0,0,4,4,0,128,0,149,1,149,149,149,,,Australia,a zampa,2026-02-11,Australia vs Ireland
MP Kuhnemann,Matthew Kuhnemann,48,Wickets: 1 → 30 | Dot balls: 14 → 14 | Announced: 1 → 4,AUS,BOWL,1512732,Australia,Ireland,0,0,0,0,0,1,0,0,24,29,14,0,0,0,0,0.0,7.25,1,0,0,0,0,0,0,0,30,0,0,0,14,0,0,0,0,0,0,0,4,0,30,0,48,1,48,48,48,,,Australia,mp kuhnemann,2026-02-11,Australia vs Ireland
BA King,Brandon King,13,Runs: 1 → 1 | Catches: 1 → 8 | Announced: 1 → 4,WI,BAT,1512733,West Indies,England,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,33.33,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,0,8,13,1,13,13,13,,,West Indies,ba king,2026-02-11,West Indies vs England
SD Hope,Shai Hope,2,Duck: 0 → -2 | Announced: 1 → 4,WI,WK,1512733,West Indies,England,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,West Indies,sd hope,2026-02-11,West Indies vs England
SO Hetmyer,Shimron Hetmyer,53,Runs: 23 → 23 | Fours: 2 → 8 | Sixes: 2 → 12 | Strike Rate: 191.67 → 6 | Announced: 1 → 4,WI,BAT,1512733,West Indies,England,23,12,2,2,1,0,0,0,0,0,0,0,0,0,0,191.67,0.0,1,0,0,23,8,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,43,0,0,53,1,53,53,53,,,West Indies,so hetmyer,2026-02-11,West Indies vs England
RL Chase,Roston Chase,151,Runs: 34 → 34 | Fours: 6 → 24 | Runs milestone bonus: 34 → 4 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Catches: 1 → 8 | Announced: 1 → 4,WI,AR,1512733,West Indies,England,34,29,6,0,1,2,1,0,24,29,9,1,0,0,0,117.24,7.25,1,0,0,34,24,0,4,0,60,8,0,0,9,8,0,0,0,0,0,0,4,62,68,8,151,1,151,151,151,,,West Indies,rl chase,2026-02-11,West Indies vs England
SE Rutherford,Sherfane Rutherford,156,Runs: 76 → 76 | Fours: 2 → 8 | Sixes: 7 → 42 | Runs milestone bonus: 76 → 12 | Catches: 1 → 8 | Strike Rate: 180.95 → 6 | Announced: 1 → 4,WI,BAT,1512733,West Indies,England,76,42,2,7,0,0,0,0,0,0,0,1,0,0,0,180.95,0.0,1,0,0,76,8,42,12,0,0,0,0,0,0,8,0,0,0,0,6,0,4,138,0,8,156,1,156,156,156,,,West Indies,se rutherford,2026-02-11,West Indies vs England
R Powell,Rovman Powell,42,Runs: 14 → 14 | Fours: 2 → 8 | Catches: 2 → 16 | Announced: 1 → 4,WI,BAT,1512733,West Indies,England,14,13,2,0,1,0,0,0,0,0,0,2,0,0,0,107.69,0.0,1,0,0,14,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,22,0,16,42,1,42,42,42,,,West Indies,r powell,2026-02-11,West Indies vs England
